pseudoprofile_id,part,criterion_path,criterion_leaf,rank,predictor_path,relevance_score
pseudoprofile_FTC_ID022,post_per_criterion,diseases of the nervous system / other disorders of the nervous system / hydrocephalus / *headache_recurrent,*headache_recurrent,1,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Family',900.0
pseudoprofile_FTC_ID022,post_per_criterion,diseases of the nervous system / other disorders of the nervous system / hydrocephalus / *headache_recurrent,*headache_recurrent,2,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Family',880.0
pseudoprofile_FTC_ID022,post_per_criterion,diseases of the nervous system / other disorders of the nervous system / hydrocephalus / *headache_recurrent,*headache_recurrent,3,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',880.0
pseudoprofile_FTC_ID022,post_per_criterion,diseases of the nervous system / other disorders of the nervous system / hydrocephalus / *headache_recurrent,*headache_recurrent,4,'[BIO] > Somatic_and_Interventional > Brain_Stimulation_Therapies',860.0
pseudoprofile_FTC_ID022,post_per_criterion,diseases of the nervous system / other disorders of the nervous system / hydrocephalus / *headache_recurrent,*headache_recurrent,5,'[BIO] > Pharmacology_and_Biomedical_Treatments > Pain_and_Somatic_Pharmacotherapy_Classes',860.0
pseudoprofile_FTC_ID022,post_per_criterion,diseases of the nervous system / other disorders of the nervous system / hydrocephalus / *headache_recurrent,*headache_recurrent,6,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',860.0
pseudoprofile_FTC_ID022,post_per_criterion,diseases of the nervous system / other disorders of the nervous system / hydrocephalus / *headache_recurrent,*headache_recurrent,7,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback',840.0
pseudoprofile_FTC_ID022,post_per_criterion,diseases of the nervous system / other disorders of the nervous system / hydrocephalus / *headache_recurrent,*headache_recurrent,8,'[BIO] > Sleep_and_Circadian > Sleep_Supplements',820.0
pseudoprofile_FTC_ID022,post_per_criterion,diseases of the nervous system / other disorders of the nervous system / hydrocephalus / *headache_recurrent,*headache_recurrent,9,'[BIO] > Pharmacology_and_Biomedical_Treatments > Psychiatric_Pharmacotherapy_Classes',820.0
pseudoprofile_FTC_ID022,post_per_criterion,diseases of the nervous system / other disorders of the nervous system / hydrocephalus / *headache_recurrent,*headache_recurrent,10,'[BIO] > Movement_and_Bodywork > Aerobic_Movement_Modalities',780.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / primary headache disorders / tension-type headache / *pressing_tightening_quality,*pressing_tightening_quality,1,'[BIO] > Movement_and_Bodywork > Bodywork_and_Physical_Therapies',900.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / primary headache disorders / tension-type headache / *pressing_tightening_quality,*pressing_tightening_quality,2,'[BIO] > Movement_and_Bodywork > Aerobic_Movement_Modalities',780.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / primary headache disorders / tension-type headache / *pressing_tightening_quality,*pressing_tightening_quality,3,'[BIO] > Movement_and_Bodywork > Mobility_MindBody_and_Somatic_Modalities',760.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / primary headache disorders / tension-type headache / *pressing_tightening_quality,*pressing_tightening_quality,4,'[BIO] > Movement_and_Bodywork > Strength_and_Resistance_Modalities',750.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / primary headache disorders / tension-type headache / *pressing_tightening_quality,*pressing_tightening_quality,5,'[BIO] > Movement_and_Bodywork > Ergonomics_and_Posture_Tools',720.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / primary headache disorders / tension-type headache / *pressing_tightening_quality,*pressing_tightening_quality,6,'[BIO] > Movement_and_Bodywork > Balance_and_Coordination_Modalities',700.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / primary headache disorders / tension-type headache / *pressing_tightening_quality,*pressing_tightening_quality,7,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',520.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / primary headache disorders / tension-type headache / *pressing_tightening_quality,*pressing_tightening_quality,8,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',520.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / primary headache disorders / tension-type headache / *pressing_tightening_quality,*pressing_tightening_quality,9,'[BIO] > Sleep_and_Circadian > Sleep_Supplements',420.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / secondary headache disorders / low cerebrospinal fluid pressure headache / *mood_change_during_headache,*mood_change_during_headache,1,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Family',900.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / secondary headache disorders / low cerebrospinal fluid pressure headache / *mood_change_during_headache,*mood_change_during_headache,2,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Family',880.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / secondary headache disorders / low cerebrospinal fluid pressure headache / *mood_change_during_headache,*mood_change_during_headache,3,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',880.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / secondary headache disorders / low cerebrospinal fluid pressure headache / *mood_change_during_headache,*mood_change_during_headache,4,'[BIO] > Somatic_and_Interventional > Brain_Stimulation_Therapies',860.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / secondary headache disorders / low cerebrospinal fluid pressure headache / *mood_change_during_headache,*mood_change_during_headache,5,'[BIO] > Pharmacology_and_Biomedical_Treatments > Pain_and_Somatic_Pharmacotherapy_Classes',860.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / secondary headache disorders / low cerebrospinal fluid pressure headache / *mood_change_during_headache,*mood_change_during_headache,6,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',860.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / secondary headache disorders / low cerebrospinal fluid pressure headache / *mood_change_during_headache,*mood_change_during_headache,7,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback',840.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / secondary headache disorders / low cerebrospinal fluid pressure headache / *mood_change_during_headache,*mood_change_during_headache,8,'[BIO] > Sleep_and_Circadian > Sleep_Supplements',820.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / secondary headache disorders / low cerebrospinal fluid pressure headache / *mood_change_during_headache,*mood_change_during_headache,9,'[BIO] > Pharmacology_and_Biomedical_Treatments > Psychiatric_Pharmacotherapy_Classes',820.0
pseudoprofile_FTC_ID022,post_per_criterion,headache disorders / secondary headache disorders / low cerebrospinal fluid pressure headache / *mood_change_during_headache,*mood_change_during_headache,10,'[BIO] > Movement_and_Bodywork > Aerobic_Movement_Modalities',780.0
pseudoprofile_FTC_ID022,post_per_criterion,trauma- and stressor-related disorders / adjustment disorders / with somatic symptoms / *avoidance_of_social_or_occupational_activities_due_to_symptoms,*avoidance_of_social_or_occupational_activities_due_to_symptoms,1,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',900.0
pseudoprofile_FTC_ID022,post_per_criterion,trauma- and stressor-related disorders / adjustment disorders / with somatic symptoms / *avoidance_of_social_or_occupational_activities_due_to_symptoms,*avoidance_of_social_or_occupational_activities_due_to_symptoms,2,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',880.0
pseudoprofile_FTC_ID022,post_per_criterion,trauma- and stressor-related disorders / adjustment disorders / with somatic symptoms / *avoidance_of_social_or_occupational_activities_due_to_symptoms,*avoidance_of_social_or_occupational_activities_due_to_symptoms,3,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',860.0
pseudoprofile_FTC_ID022,post_per_criterion,trauma- and stressor-related disorders / adjustment disorders / with somatic symptoms / *avoidance_of_social_or_occupational_activities_due_to_symptoms,*avoidance_of_social_or_occupational_activities_due_to_symptoms,4,'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning',840.0
pseudoprofile_FTC_ID022,post_per_criterion,trauma- and stressor-related disorders / adjustment disorders / with somatic symptoms / *avoidance_of_social_or_occupational_activities_due_to_symptoms,*avoidance_of_social_or_occupational_activities_due_to_symptoms,5,'[SOCIAL] > Social_Support_and_Belonging > Network_Building_And_Maintenance',820.0
pseudoprofile_FTC_ID022,post_per_criterion,trauma- and stressor-related disorders / adjustment disorders / with somatic symptoms / *avoidance_of_social_or_occupational_activities_due_to_symptoms,*avoidance_of_social_or_occupational_activities_due_to_symptoms,6,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Radically_Open_Skills_Based_Therapy',820.0
pseudoprofile_FTC_ID022,post_per_criterion,trauma- and stressor-related disorders / adjustment disorders / with somatic symptoms / *avoidance_of_social_or_occupational_activities_due_to_symptoms,*avoidance_of_social_or_occupational_activities_due_to_symptoms,7,'[SOCIAL] > Social_Support_and_Belonging > Support_Network_Development',800.0
pseudoprofile_FTC_ID022,post_per_criterion,trauma- and stressor-related disorders / adjustment disorders / with somatic symptoms / *avoidance_of_social_or_occupational_activities_due_to_symptoms,*avoidance_of_social_or_occupational_activities_due_to_symptoms,8,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Assessment_and_Goal_Setting',790.0
pseudoprofile_FTC_ID022,post_per_criterion,trauma- and stressor-related disorders / adjustment disorders / with somatic symptoms / *avoidance_of_social_or_occupational_activities_due_to_symptoms,*avoidance_of_social_or_occupational_activities_due_to_symptoms,9,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Contextual_and_Practical_Supports',770.0
pseudoprofile_FTC_ID022,post_per_criterion,trauma- and stressor-related disorders / adjustment disorders / with somatic symptoms / *avoidance_of_social_or_occupational_activities_due_to_symptoms,*avoidance_of_social_or_occupational_activities_due_to_symptoms,10,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Therapy_and_Support_Formats',760.0
